225
-1.000000	-1.000000	-3.949480
-1.000000	-0.857143	5.379222
-1.000000	-0.714286	0.509100
-1.000000	-0.571429	-4.422985
-1.000000	-0.428571	-3.293528
-1.000000	-0.285714	-1.090822
-1.000000	-0.142857	-2.264269
-1.000000	0.000000	5.857515
-1.000000	0.142857	-1.673298
-1.000000	0.285714	-3.583961
-1.000000	0.428571	-3.706245
-1.000000	0.571429	3.092647
-1.000000	0.714286	-6.795459
-1.000000	0.857143	-3.793746
-1.000000	1.000000	-9.692720
-0.857143	-1.000000	2.047635
-0.857143	-0.857143	-7.923964
-0.857143	-0.714286	12.976026
-0.857143	-0.571429	3.071725
-0.857143	-0.428571	2.989815
-0.857143	-0.285714	0.718732
-0.857143	-0.142857	-0.097432
-0.857143	0.000000	-0.890888
-0.857143	0.142857	-0.777369
-0.857143	0.285714	-6.584737
-0.857143	0.428571	1.046948
-0.857143	0.571429	-3.786727
-0.857143	0.714286	5.437854
-0.857143	0.857143	-0.223299
-0.857143	1.000000	-3.033418
-0.714286	-1.000000	-5.321170
-0.714286	-0.857143	1.269666
-0.714286	-0.714286	-2.879181
-0.714286	-0.571429	3.745388
-0.714286	-0.428571	-3.960859
-0.714286	-0.285714	-0.442362
-0.714286	-0.142857	-2.285248
-0.714286	0.000000	1.818026
-0.714286	0.142857	3.553284
-0.714286	0.285714	4.823764
-0.714286	0.428571	4.748876
-0.714286	0.571429	9.594970
-0.714286	0.714286	6.865012
-0.714286	0.857143	-2.918834
-0.714286	1.000000	3.696224
-0.571429	-1.000000	-10.826161
-0.571429	-0.857143	7.142000
-0.571429	-0.714286	-1.818255
-0.571429	-0.571429	-2.432263
-0.571429	-0.428571	5.300423
-0.571429	-0.285714	2.920513
-0.571429	-0.142857	1.634062
-0.571429	0.000000	2.843017
-0.571429	0.142857	-0.796967
-0.571429	0.285714	-2.714741
-0.571429	0.428571	-0.931038
-0.571429	0.571429	5.339073
-0.571429	0.714286	-1.605708
-0.571429	0.857143	-3.104119
-0.571429	1.000000	4.628678
-0.428571	-1.000000	0.143564
-0.428571	-0.857143	1.245759
-0.428571	-0.714286	-0.586570
-0.428571	-0.571429	1.852108
-0.428571	-0.428571	3.811887
-0.428571	-0.285714	0.843534
-0.428571	-0.142857	2.434399
-0.428571	0.000000	0.312822
-0.428571	0.142857	1.673697
-0.428571	0.285714	3.391695
-0.428571	0.428571	2.128011
-0.428571	0.571429	0.935491
-0.428571	0.714286	0.416499
-0.428571	0.857143	-1.258066
-0.428571	1.000000	-5.860028
-0.285714	-1.000000	-10.112759
